line,temperature,pressure,power_consumption,yield_rate,defect_count,thickness,cycle_time
A,338.4,2.6,1018.0,94.08,57,308.9,37.6
A,368.4,3.07,296.9,86.86,42,322.2,36.7
D,356.2,2.66,1144.1,88.3,49,291.0,39.6
B,385.3,2.6,668.3,84.95,32,310.0,37.7
A,318.2,2.07,1232.6,87.6,78,299.5,39.5
B,351.7,2.71,395.5,83.55,49,299.4,34.5
A,336.7,2.25,358.6,81.04,62,290.1,45.2
A,375.7,2.18,162.4,73.72,41,308.9,42.4
B,366.4,1.84,452.3,86.76,40,305.6,33.8
B,335.6,2.31,1844.5,94.67,56,305.6,51.5
B,380.0,1.94,519.1,94.01,37,318.2,45.2
C,349.3,2.2,282.3,79.5,48,309.3,36.3
C,312.7,2.4,1060.0,78.0,85,282.3,83.5
B,342.4,2.97,1138.2,89.65,49,294.1,51.2
C,419.5,1.81,1026.1,88.9,30,319.4,33.2
B,344.3,2.5,404.7,85.94,52,308.9,31.6
B,357.1,2.67,393.7,78.77,40,301.7,32.2
B,358.6,2.19,865.4,89.68,45,319.7,51.5
B,348.7,2.21,415.4,80.2,55,306.3,38.1
A,396.0,3.07,1469.5,89.88,31,322.1,38.2
A,372.0,2.06,365.6,89.05,40,326.2,30.5
B,369.6,3.17,264.5,73.18,42,322.9,39.2
B,341.9,2.69,188.1,85.4,53,297.7,70.4
B,370.9,3.19,840.7,81.01,47,308.1,108.9
D,340.8,2.77,764.0,88.2,51,298.8,64.6
B,362.8,1.69,754.7,74.36,44,300.9,72.5
D,411.9,2.74,123.5,91.01,32,333.4,82.6
B,396.8,2.07,1376.9,91.02,35,316.8,30.3
A,346.5,2.53,611.4,93.66,50,298.1,42.3
D,356.7,2.85,877.5,81.9,49,303.2,85.8
D,317.1,2.57,279.5,94.97,73,289.2,79.9
B,342.7,2.47,710.7,82.01,55,300.1,39.7
A,283.3,2.63,1128.6,86.9,200,289.8,37.6
A,377.4,3.4,742.0,68.31,36,300.9,59.2
D,327.5,2.95,191.1,93.4,61,296.1,33.2
A,347.1,1.61,727.2,82.46,48,299.7,35.1
C,336.4,3.04,405.2,95.05,60,302.8,36.6
C,380.9,2.49,152.3,91.33,34,316.7,138.7
A,391.1,2.57,552.8,89.14,38,342.4,73.4
C,392.3,2.6,655.7,78.83,36,316.4,66.2
C,311.7,2.91,112.2,74.38,89,289.9,77.0
B,369.6,1.86,689.8,77.59,40,313.8,48.1
B,323.9,2.39,374.3,86.31,71,296.4,44.2
D,354.5,2.73,340.2,82.99,47,290.6,43.0
B,378.9,2.8,736.0,87.1,37,311.9,30.3
C,342.2,3.3,1524.8,87.99,52,296.6,30.7
B,356.6,2.6,366.9,83.96,41,312.1,59.2
A,331.4,2.49,325.7,83.47,55,283.4,36.8
D,382.8,2.02,954.1,95.88,36,301.3,40.8
B,343.5,2.23,1407.0,74.03,57,301.7,79.8
B,334.0,2.17,814.7,79.1,59,289.0,47.3
C,360.2,2.55,102.5,86.02,45,321.2,51.2
C,377.6,2.2,157.9,82.33,37,315.3,35.9
A,308.2,2.16,441.7,84.51,87,294.2,32.3
D,363.7,2.39,1965.0,77.62,43,304.7,71.9
A,335.1,2.31,277.3,79.02,55,311.1,60.0
C,370.0,1.42,1721.9,92.86,46,312.0,59.4
B,334.5,2.34,800.2,85.4,55,291.3,38.8
B,324.1,2.4,735.8,88.99,64,294.0,50.3
D,328.7,2.28,354.8,92.75,61,289.8,40.2
C,355.0,2.22,158.5,95.28,48,298.9,34.5
C,366.1,3.22,326.5,65.08,43,306.9,46.1
B,331.3,2.21,445.9,85.24,57,295.5,83.2
D,351.7,2.34,1212.4,84.88,46,305.9,33.5
B,330.6,3.01,944.8,95.15,61,294.1,41.0
B,338.8,2.26,323.2,84.96,53,302.7,40.0
D,335.2,2.38,228.3,78.51,60,289.5,31.5
A,328.8,1.46,470.0,89.47,65,300.3,142.5
A,313.4,2.25,2248.6,80.14,79,288.0,39.8
D,347.8,2.67,104.8,67.57,50,320.8,31.3
D,384.0,3.15,177.8,82.42,44,319.1,88.4
C,352.6,2.23,860.6,80.62,46,321.5,35.4
B,341.1,2.15,247.1,88.65,59,296.8,32.3
B,374.2,2.49,188.2,81.07,38,311.9,104.7
A,335.2,2.45,127.0,80.8,52,301.9,30.6
B,355.8,2.45,706.8,88.85,45,303.5,47.8
B,303.3,2.75,116.1,88.15,97,296.5,54.5
A,349.9,3.08,921.9,73.71,47,307.0,39.0
B,340.0,2.67,1273.4,86.18,49,312.2,31.7
B,294.1,2.76,156.8,86.05,131,279.2,38.4
C,336.6,2.88,103.9,89.24,54,312.9,63.0
B,279.5,3.08,1297.0,92.46,166,287.1,53.8
D,332.3,2.69,1189.9,86.65,55,312.5,50.6
B,364.8,2.2,110.1,93.67,42,300.1,58.6
B,322.8,2.9,311.7,81.47,64,296.8,37.6
B,328.7,3.31,727.1,62.95,68,290.6,32.9
A,304.4,2.28,271.6,69.61,99,297.1,48.9
B,358.7,2.64,816.0,79.68,48,318.1,32.4
C,336.7,2.73,429.2,87.62,62,303.3,73.4
B,348.8,2.65,312.0,77.41,57,310.5,32.4
D,384.5,2.73,148.7,86.32,37,305.5,33.9
C,320.0,2.14,164.0,90.63,67,305.0,41.1
A,387.9,2.87,273.4,80.56,33,312.8,47.7
B,342.3,3.03,114.2,68.72,58,307.4,40.9
C,381.5,2.21,240.5,88.02,37,308.3,36.0
C,346.6,2.11,112.0,87.47,49,306.0,32.3
D,301.0,2.47,448.5,82.1,96,287.0,38.3
C,312.8,2.63,755.0,77.92,75,290.5,37.9
A,342.2,2.49,715.5,71.86,52,311.4,42.5
A,300.1,2.52,1078.1,86.05,125,282.7,69.1
C,365.9,2.38,151.2,87.55,39,317.7,39.6
A,374.6,2.65,661.7,86.64,41,314.8,42.7
B,305.5,1.76,948.7,72.83,85,291.6,39.2
C,341.5,2.18,1361.1,81.51,55,285.0,55.0
B,347.2,2.39,881.5,92.75,57,301.5,36.6
B,370.7,2.71,476.2,79.74,39,307.6,74.6
C,362.3,2.93,399.2,87.3,41,321.1,33.2
A,337.6,3.02,340.4,75.25,63,301.7,50.8
C,307.6,2.11,843.2,74.63,75,308.5,65.8
C,350.0,1.88,872.3,89.82,55,303.1,47.0
B,346.1,1.96,1251.0,88.83,53,311.7,66.7
A,325.4,2.01,117.5,86.0,62,305.3,30.8
C,413.5,1.94,1139.3,92.55,31,321.7,31.7
B,355.2,2.12,118.6,80.2,49,303.1,30.6
A,330.5,2.38,417.9,86.37,66,300.2,34.8
D,333.2,3.23,705.0,85.65,62,312.5,46.5
C,375.0,1.88,412.8,91.81,37,314.2,95.8
B,385.7,2.52,555.4,91.72,35,327.3,54.0
B,368.5,2.18,260.7,75.56,45,309.2,32.2
D,380.5,2.0,375.2,87.65,40,310.8,33.1
C,312.9,3.16,324.3,64.07,83,291.1,60.0
B,348.6,2.28,229.2,83.05,49,311.7,73.8
C,315.5,2.44,106.1,80.32,76,302.7,47.6
A,374.1,2.81,486.9,85.82,34,321.4,35.2
A,376.9,2.32,396.3,83.34,41,317.7,32.4
A,320.3,1.88,158.2,76.79,78,298.2,56.9
A,332.0,3.03,614.4,91.9,59,300.9,33.8
C,321.1,2.2,432.3,82.21,82,288.1,48.1
A,356.8,2.67,912.5,82.58,46,304.4,51.4
C,347.0,2.33,193.3,89.45,44,288.7,39.4
B,351.1,2.48,661.9,86.59,48,307.7,102.0
B,340.2,2.65,106.8,67.79,56,306.2,40.5
B,405.0,2.66,623.1,80.8,28,307.6,77.1
B,378.8,2.63,441.2,90.6,38,313.2,31.8
B,345.7,2.27,874.3,84.76,51,311.9,81.6
B,304.1,2.02,510.7,83.2,80,291.4,30.1
C,299.2,1.93,342.6,74.79,104,281.5,39.6
C,301.5,2.54,544.0,90.58,92,281.5,74.9
C,363.1,2.57,113.5,83.19,42,311.1,35.0
C,345.1,2.37,325.7,89.91,50,315.4,80.9
D,387.0,2.46,367.9,75.42,39,327.1,40.2
A,371.5,2.33,359.1,72.44,38,316.0,30.8
D,283.1,3.23,826.5,83.13,150,279.0,63.4
B,325.4,2.06,558.2,87.18,79,297.7,36.4
C,299.6,2.01,180.3,70.87,116,298.9,45.2
C,337.9,2.56,410.2,87.69,51,307.9,36.6
B,359.3,2.43,398.9,81.0,49,316.4,37.5
D,352.3,2.14,1601.6,86.48,45,304.5,66.9
A,349.5,2.14,155.8,69.01,50,308.1,30.7
B,314.8,2.45,231.0,55.87,73,289.8,60.3
A,419.3,2.37,478.8,77.74,30,330.4,41.1
A,354.6,1.91,332.2,92.83,43,298.9,85.6
C,397.2,2.58,370.1,88.03,37,325.8,31.9
A,374.5,2.57,760.5,93.34,35,301.8,61.3
D,368.3,3.16,443.2,87.24,41,309.5,61.5
C,368.3,2.62,536.4,74.52,43,307.5,57.2
B,333.3,2.74,472.0,89.6,57,298.7,102.3
B,332.3,2.73,400.4,79.41,66,307.8,48.4
A,347.0,2.92,1030.7,91.54,51,293.6,33.4
D,345.1,2.07,841.3,73.4,52,301.8,42.3
C,276.4,2.47,165.7,86.96,167,274.4,40.2
B,349.5,2.41,326.0,73.36,50,313.8,75.3
A,367.1,2.7,191.6,90.49,46,321.5,54.8
B,310.9,2.3,733.8,73.18,77,297.2,35.7
A,317.9,3.21,240.1,90.95,77,294.3,31.1
C,352.0,2.68,412.1,82.06,47,311.7,92.0
C,362.3,2.8,280.5,76.25,44,311.2,50.6
B,345.0,2.2,628.7,94.45,57,289.1,69.2
D,360.4,2.44,403.4,75.13,46,300.7,52.3
A,354.0,2.32,1032.5,90.52,51,302.2,31.6
B,338.5,2.39,121.3,68.84,62,311.5,58.0
C,348.9,2.89,126.1,83.95,50,310.9,39.9
A,349.1,2.59,1835.6,87.86,55,302.3,69.8
B,350.7,1.98,605.2,94.22,49,299.1,33.7
B,345.5,1.76,689.0,88.21,53,298.2,65.5
B,360.2,3.09,2196.1,76.8,50,318.9,31.4
B,378.4,1.91,829.1,86.84,41,316.4,40.3
C,363.0,2.26,797.2,89.9,44,293.0,79.6
B,280.7,3.04,1597.3,83.27,191,267.9,49.8
A,308.4,2.27,167.2,96.49,84,296.7,31.2
A,367.8,2.32,1662.7,94.95,40,307.4,93.0
B,325.6,2.4,425.9,79.46,67,287.3,52.8
A,385.2,2.43,283.8,82.47,33,318.9,35.8
D,305.7,2.27,265.7,75.82,118,296.7,31.1
D,374.8,2.28,209.8,75.11,40,305.9,31.4
B,323.8,2.96,2016.5,94.45,69,298.0,35.2
D,383.7,2.62,123.5,74.4,36,319.4,51.1
B,327.8,2.12,447.0,81.68,67,304.6,40.3
A,321.0,3.28,545.3,78.86,73,285.7,33.0
C,352.4,3.08,277.6,86.62,48,295.2,52.1
C,306.0,2.74,273.5,79.55,83,303.6,110.2
A,321.6,2.5,449.9,64.61,72,298.2,48.0
B,376.0,2.34,856.8,93.23,41,296.7,36.8
A,393.6,2.86,266.7,86.68,34,323.4,57.2
B,343.2,3.47,408.8,88.33,61,308.8,52.0
B,335.1,3.4,159.5,80.96,68,289.9,70.8
C,304.3,2.18,110.8,74.1,89,295.2,35.4
A,369.0,3.02,144.2,69.99,45,303.7,64.2
A,336.7,2.2,600.2,77.27,60,312.0,48.3
B,313.7,3.07,142.4,67.67,84,288.1,71.2
D,358.3,2.4,998.4,86.61,44,289.7,30.9
B,310.4,2.67,235.7,84.49,76,294.6,30.9
B,354.6,2.15,397.3,66.16,47,318.3,36.0
B,338.2,1.86,643.4,82.64,56,300.2,41.3
C,355.8,2.64,605.1,89.67,44,306.1,51.5
B,306.4,2.45,648.9,84.91,90,298.4,42.9
A,355.9,1.86,1225.3,90.6,50,306.6,34.3
A,296.7,2.74,229.3,71.94,109,278.0,99.5
A,358.1,2.19,223.1,81.26,44,319.9,33.0
B,347.3,1.65,445.2,72.32,49,306.8,136.7
A,293.8,2.18,951.1,92.87,104,287.2,49.5
A,349.6,3.2,550.7,80.69,43,305.2,97.6
C,371.0,2.79,123.0,66.11,46,310.6,50.5
B,336.7,2.7,231.4,91.15,58,315.1,91.9
C,311.0,2.81,1572.5,62.86,85,297.2,66.9
B,337.1,2.21,798.7,89.73,58,300.5,30.1
D,282.0,1.83,494.0,84.93,129,288.3,97.2
D,359.5,2.31,425.3,82.63,45,319.2,81.1
C,372.6,2.66,1241.6,89.28,35,321.2,39.1
D,335.9,2.54,455.3,95.36,50,304.0,55.3
A,342.3,2.38,221.3,88.27,54,316.4,34.7
C,383.4,2.61,108.6,77.47,34,313.5,50.9
B,396.1,2.8,500.4,93.76,31,320.8,53.9
C,371.9,2.26,317.4,81.76,42,311.0,39.8
B,319.6,2.71,417.2,94.18,63,293.6,32.5
A,387.1,3.07,747.8,90.52,36,298.8,38.0
D,368.5,3.05,1094.7,90.17,43,308.3,33.4
A,357.1,2.15,201.2,77.93,45,314.1,76.1
C,359.3,2.95,499.6,94.96,46,310.5,73.3
C,382.0,2.27,214.5,83.1,40,315.7,35.2
B,294.2,2.65,164.1,70.35,100,295.2,36.7
B,345.4,3.01,1319.1,88.07,56,308.7,152.3
A,315.8,1.55,347.5,80.74,82,300.3,52.6
D,362.3,1.94,328.0,89.37,46,307.0,36.1
D,325.5,2.26,757.9,80.34,59,304.6,52.3
C,442.6,2.23,379.2,84.54,27,338.3,46.6
D,372.6,2.02,147.1,86.34,44,310.0,50.7
A,315.1,2.47,1678.6,89.62,74,288.2,32.5
B,378.8,2.28,782.0,97.01,39,319.5,37.8
B,337.7,2.59,349.9,95.35,51,299.6,71.3
B,352.8,2.27,450.0,90.92,45,302.2,34.7
A,345.7,3.28,214.0,94.85,52,294.8,92.8
B,295.2,2.37,976.4,93.34,122,292.1,34.4
C,331.9,2.69,185.4,76.07,62,310.4,31.5
A,316.2,3.12,1028.3,83.38,75,282.7,59.5
A,277.6,2.05,610.9,83.53,200,274.2,66.6
A,334.1,2.4,1012.0,92.01,64,314.1,65.1
C,342.2,2.01,186.9,93.38,53,308.4,58.0
B,305.9,1.94,529.8,84.33,99,288.2,52.1
A,382.4,1.84,1842.7,91.42,36,318.9,41.9
C,361.2,2.02,2060.4,91.83,44,301.4,36.2
A,353.1,3.08,105.9,66.46,50,319.3,82.3
B,365.4,2.08,314.4,69.5,40,320.3,71.4
C,366.4,2.65,1164.4,67.93,39,317.1,72.5
B,358.0,2.89,1327.0,89.5,44,308.7,41.6
B,396.3,2.37,158.3,76.53,33,313.0,62.3
A,287.1,3.1,148.2,62.56,166,280.6,30.4
A,366.0,2.4,271.5,72.48,40,305.8,58.6
B,338.8,2.63,675.4,87.15,54,303.2,36.5
A,392.0,2.58,582.0,90.35,32,316.4,52.4
D,361.0,1.79,1736.0,74.07,44,303.8,37.8
B,346.6,2.86,1598.7,95.26,53,287.2,53.4
B,393.3,2.8,119.8,78.15,35,313.6,80.3
A,344.5,1.97,259.4,78.01,57,299.2,34.0
D,362.6,2.25,534.1,87.4,45,298.9,35.6
C,331.1,3.02,355.6,89.22,62,311.7,34.7
B,354.0,2.31,1784.4,87.38,48,308.7,45.9
B,412.0,3.17,923.5,90.4,32,346.1,43.2
B,375.8,3.14,342.9,89.3,39,302.2,35.9
B,362.8,2.19,760.4,85.29,48,323.2,45.1
B,308.8,2.48,159.7,87.15,94,294.3,40.8
B,420.7,1.92,682.8,91.52,26,322.8,100.7
B,313.4,2.22,2766.3,94.53,87,289.6,88.8
A,352.1,1.79,1363.7,94.45,48,298.0,37.1
A,363.8,1.9,209.3,68.72,46,307.6,35.7
A,368.9,2.42,957.9,91.47,41,314.1,52.6
A,328.8,2.59,1485.2,91.1,76,301.5,31.2
D,370.1,2.5,181.1,73.23,42,308.9,34.6
C,313.2,2.02,222.2,81.48,79,306.6,36.0
D,399.7,3.08,935.3,91.29,32,310.4,35.8
B,311.5,2.63,847.2,84.11,71,279.7,83.7
B,334.4,2.27,279.9,82.32,61,296.0,33.1
C,367.1,2.29,249.4,75.86,42,310.7,73.8
B,344.9,2.62,249.9,86.58,54,300.8,84.3
B,395.5,3.4,191.4,91.13,36,311.4,132.6
B,387.8,2.91,229.0,93.87,30,310.4,34.4
B,364.8,2.47,217.8,66.46,47,317.4,44.5
C,328.4,2.53,1542.7,91.33,71,297.6,45.0
C,346.2,3.04,231.7,82.76,48,292.1,41.1
D,306.2,2.93,887.8,69.12,91,279.2,38.3
D,324.7,2.65,393.7,82.46,66,293.9,36.8
B,342.7,2.03,609.7,94.49,50,297.2,35.8
A,376.4,2.54,123.3,82.65,37,308.1,60.5
A,362.7,2.91,671.1,84.53,40,288.2,30.6
A,341.9,2.73,440.2,94.03,52,301.9,33.4
A,327.2,2.49,233.1,81.81,73,300.5,65.3
B,372.9,2.43,135.3,83.21,40,326.7,32.3
A,332.7,2.84,114.0,66.97,64,290.5,30.6
C,370.4,2.45,1746.6,82.27,45,315.5,45.8
A,365.5,2.0,1963.8,70.63,42,303.7,61.4
B,382.0,2.03,353.4,89.79,37,311.8,59.6
A,324.3,2.01,395.9,96.95,68,288.1,57.4
D,336.7,2.29,325.7,86.8,60,304.3,33.1
C,349.9,3.26,464.7,80.02,55,295.0,54.9
B,340.8,2.48,1393.4,94.23,51,298.2,53.7
D,329.8,2.82,1092.5,75.81,56,291.0,97.4
A,329.5,2.31,1145.2,92.16,65,302.8,63.1
D,311.6,2.02,349.9,72.82,82,289.3,77.7
B,326.8,2.92,354.7,76.09,67,311.1,38.0
B,371.0,1.85,453.0,83.95,41,313.9,58.9
A,376.7,2.27,208.0,79.53,42,310.2,41.9
A,358.8,2.01,490.5,85.02,48,303.5,54.8
D,342.6,2.0,1545.8,85.13,51,303.3,39.8
C,346.8,3.01,628.3,94.07,52,318.4,37.0
A,392.3,2.29,562.3,88.33,37,315.6,44.6
B,375.6,2.67,162.3,83.37,38,307.7,38.1
A,271.6,2.71,377.9,92.19,200,287.1,44.4
A,324.4,2.61,1728.4,87.06,64,298.1,39.9
D,334.4,2.33,226.2,79.12,59,298.4,57.8
B,395.9,1.69,132.3,83.57,33,318.5,51.3
B,369.0,1.92,155.4,96.83,47,298.7,41.2
D,306.8,2.29,145.6,81.56,86,304.5,35.7
B,370.8,2.62,465.3,82.05,40,310.0,35.5
B,436.2,1.86,807.2,88.6,24,316.3,92.1
A,374.7,1.51,245.8,89.54,41,300.7,41.5
B,323.9,2.92,309.9,72.54,64,305.2,39.1
B,395.1,2.54,522.0,89.85,35,307.1,39.0
A,360.0,2.53,1854.9,92.14,49,303.1,36.5
C,329.8,2.6,944.0,79.66,64,288.9,43.5
C,351.5,2.46,655.9,89.06,51,304.1,31.0
C,342.7,2.94,210.7,85.57,58,304.3,62.0
D,329.0,2.23,752.6,91.4,64,298.4,36.4
A,313.5,2.34,102.1,91.1,83,305.6,38.6
A,331.9,2.96,171.6,83.72,63,292.6,39.3
C,348.5,1.85,130.4,73.51,50,301.9,34.8
A,373.9,2.7,382.9,76.4,38,317.2,67.5
A,311.7,3.17,513.8,83.74,78,284.8,39.7
A,308.6,2.42,635.8,97.22,83,290.1,33.4
C,353.2,1.99,115.0,67.31,52,298.7,33.2
A,340.1,1.98,606.3,85.12,58,289.1,52.6
A,338.2,2.73,474.7,70.54,59,306.1,66.0
A,322.4,2.21,390.0,72.38,61,311.1,44.9
C,323.9,2.96,1683.1,65.19,72,286.5,32.7
B,316.3,2.26,281.1,79.52,74,302.9,45.9
A,296.3,2.41,143.2,84.94,92,292.7,31.7
C,360.1,2.04,502.1,70.87,39,299.6,60.3
C,364.8,2.77,671.5,94.35,41,302.8,43.6
B,399.9,2.51,506.6,85.45,31,323.5,96.8
A,367.7,2.91,409.7,74.11,41,305.0,30.0
B,348.9,1.87,485.1,84.58,50,299.5,55.1
D,364.2,2.11,127.2,95.57,45,303.3,37.7
A,338.8,2.46,186.5,94.71,58,307.9,56.2
A,324.4,2.43,160.8,59.92,62,297.8,56.1
A,369.4,2.89,436.2,92.31,42,313.1,37.4
C,359.4,2.31,245.4,76.72,49,312.0,30.3
C,311.7,2.58,178.1,71.63,76,287.2,56.4
A,348.9,2.4,216.8,90.77,48,301.2,37.0
A,325.0,2.64,488.5,76.48,65,297.3,34.9
D,377.6,2.24,432.7,93.36,40,308.6,45.2
C,337.2,2.45,1650.2,82.02,56,291.5,35.4
D,401.2,3.1,319.7,72.58,35,329.2,30.5
D,385.4,2.84,750.9,91.09,39,315.2,31.4
B,317.3,2.93,414.2,86.16,77,303.7,59.8
A,330.0,2.05,760.8,92.4,59,303.9,30.4
C,370.2,2.85,216.0,82.06,46,312.3,71.0
B,351.7,3.14,572.6,88.82,50,303.4,35.2
B,341.6,2.1,740.4,86.12,54,311.7,54.0
B,351.7,2.42,789.1,88.84,51,314.5,73.0
D,346.3,2.26,1735.3,91.91,53,301.0,54.5
A,380.2,2.56,217.9,87.2,41,307.1,79.8
A,341.5,2.61,393.4,84.2,55,300.7,48.2
C,364.1,2.4,555.7,90.73,43,301.3,44.0
D,363.9,2.48,270.0,81.74,50,310.1,32.1
D,387.3,2.46,326.2,68.61,35,312.5,31.7
B,347.9,3.38,839.8,80.07,51,319.8,33.2
A,354.7,2.32,258.5,96.62,52,304.5,33.6
B,361.2,3.65,886.1,77.69,47,306.8,70.0
D,330.5,2.69,1440.9,83.18,70,308.8,66.9
B,345.3,2.55,651.0,96.59,48,295.8,30.2
C,322.7,3.18,1253.1,87.41,78,299.7,62.8
A,370.6,2.79,242.3,69.2,39,308.2,37.5
A,397.0,2.72,257.8,91.24,32,323.6,38.5
B,292.7,2.09,670.8,91.51,97,287.6,39.7
D,379.9,2.3,408.7,79.58,36,311.9,61.0
D,348.7,2.14,329.5,79.74,55,291.7,40.6
D,387.9,1.88,371.5,86.31,37,320.2,36.5
B,357.8,2.54,1100.6,81.11,50,308.5,57.2
C,379.1,2.98,518.8,79.93,32,314.2,59.0
D,346.9,2.44,349.0,86.43,52,305.6,96.5
A,351.4,2.41,1706.3,83.03,47,302.2,64.4
D,378.9,2.29,613.6,81.35,34,317.0,43.8
B,423.6,1.83,1341.5,81.34,31,319.5,34.1
D,334.2,2.48,1296.8,79.01,59,296.3,67.2
C,353.5,2.4,117.6,68.23,42,322.1,31.7
A,328.3,3.08,205.0,90.93,63,297.1,54.7
A,342.8,1.88,656.6,86.53,47,287.1,38.9
B,334.6,1.73,624.7,97.74,58,303.3,58.0
A,320.1,2.19,439.1,75.57,65,306.0,30.6
B,365.2,2.55,2707.5,72.63,41,310.7,53.2
C,356.1,3.28,241.7,85.99,48,305.6,57.7
B,323.2,2.39,167.4,73.62,62,308.0,70.2
A,315.1,2.05,154.7,91.07,75,280.7,49.2
D,376.0,2.53,1287.5,94.7,37,309.6,91.0
B,335.2,2.77,168.7,89.73,57,297.6,46.8
D,417.3,2.07,102.8,83.57,24,316.1,32.2
A,347.5,2.19,298.1,91.91,47,305.7,42.4
D,351.3,2.88,562.4,78.3,46,304.2,31.5
A,343.2,2.24,520.8,87.48,56,298.8,39.4
C,307.7,1.99,478.1,80.95,85,299.7,32.7
C,307.6,2.63,262.4,92.85,98,305.2,37.9
D,391.6,2.36,2820.9,91.58,32,311.6,58.5
B,390.1,2.37,338.2,87.6,34,333.4,39.7
A,320.5,2.75,249.1,72.26,72,298.4,40.4
D,364.9,2.75,1990.1,90.54,45,318.0,55.9
B,390.0,2.14,678.9,83.79,34,316.9,46.9
A,310.2,2.01,324.0,88.19,86,293.2,40.0
B,349.7,2.66,209.7,74.28,46,312.6,34.2
A,334.2,2.63,813.8,84.99,59,304.8,80.6
A,355.0,2.18,1156.8,87.91,46,310.3,37.6
B,387.0,2.15,811.5,76.27,36,313.1,58.1
A,361.9,2.97,561.2,89.22,41,309.5,41.7
B,367.7,2.29,785.2,92.5,42,320.8,55.2
B,283.4,2.3,458.4,82.15,147,289.3,45.8
C,371.0,3.0,236.3,94.18,42,306.9,49.8
D,348.9,2.15,1124.6,77.77,54,319.9,39.8
A,414.8,2.11,184.4,82.86,26,321.4,47.5
D,368.0,2.74,563.8,89.38,39,320.5,40.6
D,340.2,3.2,1106.4,76.98,55,292.0,48.3
C,406.6,3.16,2505.9,80.04,34,315.8,30.0
D,347.8,2.49,104.5,87.22,51,308.5,38.5
B,358.3,2.98,387.3,82.17,48,300.2,52.0
D,308.5,2.13,615.4,90.84,85,286.2,76.2
C,331.1,2.14,434.4,76.15,66,318.0,38.6
B,328.4,2.56,659.7,86.74,65,310.6,76.1
C,344.5,2.6,497.0,90.42,54,295.5,35.5
B,313.4,2.65,133.6,74.68,83,295.3,110.5
A,298.4,2.43,441.2,91.87,101,294.7,32.9
A,353.2,2.62,322.3,84.48,42,310.6,32.6
C,306.0,2.32,2622.5,93.73,95,281.3,39.5
C,371.8,2.25,402.9,92.19,42,305.4,33.6
B,409.1,2.56,100.7,65.41,29,331.1,69.3
B,356.8,2.51,297.0,94.05,49,302.8,52.2
A,357.9,2.35,730.9,74.55,48,309.3,37.4
B,283.4,2.76,3395.3,91.23,141,288.3,36.4
D,368.7,3.11,548.1,90.23,39,320.4,68.9
D,347.7,2.82,308.3,76.74,47,299.5,34.0
C,364.4,2.65,1619.8,91.12,46,306.7,57.8
D,314.9,2.12,2164.4,74.94,77,289.8,46.2
D,342.0,2.41,635.3,76.4,50,309.3,45.3
A,386.9,2.88,454.1,90.91,36,311.9,39.9
B,327.1,2.39,225.2,73.37,61,298.3,78.4
A,340.3,2.48,110.8,94.33,55,307.5,35.1
B,377.1,2.66,535.2,83.36,39,323.8,88.1
C,370.9,2.99,720.1,92.47,39,309.2,35.3
A,381.7,2.28,1565.2,85.21,34,315.6,116.6
D,328.6,2.88,133.0,85.57,68,302.0,59.4
B,345.3,2.72,256.5,71.21,48,288.4,75.9
C,323.1,2.26,761.7,83.94,64,296.1,44.4
A,321.2,1.56,129.4,89.24,68,296.0,32.2
A,321.4,1.9,346.2,76.09,73,296.3,40.6
C,348.8,2.57,248.5,89.59,49,294.3,43.3
D,397.6,2.7,1096.2,92.65,33,324.3,45.2
D,388.1,3.25,775.8,89.9,33,330.3,36.3
C,366.2,2.71,194.4,78.3,41,315.0,64.1
A,322.6,2.34,709.5,94.55,77,306.1,41.0
A,319.4,1.63,2032.1,92.54,70,297.7,32.6
D,341.3,2.76,305.9,88.8,56,316.1,42.6
A,362.3,2.22,323.9,80.62,45,301.8,34.4
C,366.7,2.72,178.2,82.1,40,308.8,41.5
B,357.2,1.96,2215.3,74.92,42,308.0,41.9
B,347.2,2.77,493.4,96.44,50,314.2,51.7
B,356.4,3.21,291.6,56.56,48,307.9,64.3
D,333.5,2.78,120.3,74.36,65,309.6,37.9
D,306.7,2.4,482.8,91.61,93,291.2,35.2
D,341.3,2.47,520.7,86.31,57,319.9,58.5
B,355.5,3.09,483.9,89.6,43,302.4,39.0
A,346.2,2.7,809.7,94.92,49,296.1,36.2
D,304.3,2.77,2637.4,85.13,87,275.2,50.0
A,343.6,2.09,1580.9,84.32,49,291.6,36.4
B,331.6,1.89,329.1,91.05,59,293.6,49.4
A,390.1,2.7,889.9,86.27,35,328.0,44.4
B,366.8,1.99,425.8,87.25,46,312.0,40.2
B,259.6,1.93,174.6,79.28,0,284.8,60.4
D,351.5,1.88,321.6,73.6,50,317.2,62.3
D,315.9,3.23,536.7,90.79,74,301.4,34.4
B,306.4,2.21,401.1,96.65,97,289.3,57.3
A,281.3,2.24,149.4,87.62,132,284.5,52.8
C,376.3,2.8,235.1,87.43,41,302.7,55.4
B,380.4,2.33,1905.4,78.07,35,304.1,45.5
D,305.0,1.96,1178.3,94.03,85,297.3,69.5
A,383.6,3.43,229.5,71.59,36,320.2,94.9
A,413.1,2.87,451.8,92.49,33,310.5,34.0
C,343.8,2.76,464.6,76.47,59,309.3,34.9
C,322.9,2.2,743.2,83.52,64,299.4,31.6
B,347.8,2.68,933.1,91.58,52,318.4,47.4
