Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
345,Marcus Smith\smithma01,SG,37,BOS,20,17,22.0,0.8,1.6,0.5,0.2,0.5,0.367,0.6,1.1,0.564,0.562,2.5,2.9,0.865,0.4,0.2,0.6,1.1,0.3,0.4,1.0,1.5,4.3
346,Ja Young\youngja01,C,23,SAS,49,47,21.0,0.8,3.1,0.258,0.3,1.5,0.212,0.5,1.6,0.311,0.306,4.6,5.1,0.896,1.2,2.1,3.3,0.4,0.7,0.1,0.5,1.1,6.5
347,Ja Robinson\robinja01,PF,28,MIN,32,20,21.5,6.2,13.4,0.463,1.2,4.1,0.304,5.0,9.3,0.533,0.507,1.7,1.8,0.933,0.4,5.9,6.3,0.5,1.5,0.3,0.5,1.6,15.3
348,Javonte Wilson\wilsoja01,PG,35,MEM,82,59,27.9,2.9,7.9,0.367,1.8,5.5,0.319,1.1,2.4,0.469,0.481,0.2,0.2,0.831,1.2,2.9,4.1,0.1,0.2,0.7,1.3,1.9,7.8
349,Javonte Young\youngja01,C,21,ORL,49,8,15.0,3.1,11.5,0.27,0.9,6.7,0.133,2.2,4.8,0.458,0.309,4.0,4.7,0.843,1.1,1.6,2.7,0.4,1.8,0.2,1.6,2.0,11.1
350,Walker Walker\walkewa01,C,21,LAL,14,8,34.8,4.8,11.3,0.425,0.5,1.7,0.316,4.3,9.6,0.453,0.447,6.4,6.4,1.0,2.6,11.0,13.6,0.6,0.2,0.4,0.9,2.2,16.5
351,Josh Carter\cartejo01,SF,37,BOS,78,75,28.3,9.8,20.0,0.49,1.2,3.5,0.345,8.6,16.5,0.524,0.52,0.6,0.7,0.919,0.3,1.7,2.0,0.5,0.7,2.2,3.6,2.2,21.4
352,Chris Carter\cartech01,PG,21,POR,81,75,13.7,6.4,12.7,0.504,1.9,4.5,0.413,4.5,8.2,0.546,0.579,0.6,0.7,0.793,1.9,6.2,8.1,1.0,0.0,0.8,1.6,1.6,15.3
353,Jordan Nelson\nelsojo01,SF,34,ATL,53,18,35.7,0.4,1.0,0.4,0.1,0.5,0.262,0.3,0.5,0.649,0.45,4.5,5.4,0.829,0.4,0.4,0.8,0.3,0.3,0.0,0.9,1.4,5.4
354,Marcus Hill\hillma01,PG,37,LAL,3,2,4.3,5.0,11.2,0.446,3.7,9.0,0.414,1.3,2.2,0.581,0.612,1.7,2.6,0.648,0.8,3.3,4.1,3.0,0.1,0.3,0.9,2.2,15.4
355,Ja Green\greenja01,PF,35,WAS,75,12,2.0,9.0,20.0,0.45,4.3,12.2,0.356,4.7,7.8,0.604,0.558,2.9,2.9,1.0,0.1,4.0,4.1,3.4,0.3,0.8,0.1,3.3,25.2
356,Trey King\kingtr01,SG,38,WAS,69,42,25.0,1.2,2.6,0.462,0.9,1.9,0.452,0.3,0.7,0.41,0.635,2.7,3.9,0.696,0.9,4.0,4.9,2.5,0.3,1.0,0.6,1.8,6.0
357,Jaden Johnson\johnsja01,PF,33,CHA,22,13,12.6,7.8,16.7,0.467,4.0,8.8,0.456,3.8,7.9,0.475,0.587,2.0,2.5,0.8,0.0,1.4,1.4,0.4,0.5,0.7,4.1,0.6,21.6
358,Andre Taylor\tayloan01,SF,21,ATL,60,12,13.9,1.7,3.7,0.459,1.2,2.6,0.468,0.5,1.1,0.499,0.622,2.0,2.1,0.955,0.9,0.3,1.2,2.1,0.2,0.3,0.8,0.0,6.6
359,Kessler Clark\clarkke01,SF,21,PHO,17,5,24.3,3.4,8.1,0.42,1.9,4.9,0.388,1.5,3.2,0.467,0.537,0.8,1.0,0.792,0.3,5.4,5.7,0.8,0.1,0.1,3.4,0.7,9.5
360,Javonte Adams\adamsja01,PG,31,ATL,17,14,29.4,0.8,2.0,0.4,0.3,0.9,0.331,0.5,1.1,0.482,0.475,3.6,3.7,0.972,0.3,2.6,2.9,2.1,0.9,0.3,1.3,3.1,5.5
361,Trey Baker\bakertr01,PG,27,LAL,22,4,36.0,6.7,11.4,0.588,1.1,2.4,0.443,5.6,9.0,0.618,0.636,0.3,0.5,0.677,0.4,4.7,5.1,0.2,1.7,0.7,0.1,2.9,14.8
362,Quentin Hall\hallqu01,PF,24,GSW,32,9,23.9,2.8,5.1,0.549,0.2,0.5,0.348,2.6,4.6,0.568,0.569,5.1,5.1,1.0,1.0,0.9,1.9,1.7,0.2,0.7,1.5,1.0,10.9
363,Kyle Allen\allenky01,SG,26,CLE,81,37,13.1,4.1,7.0,0.586,0.2,0.5,0.333,3.9,6.5,0.605,0.6,2.5,3.1,0.821,1.3,4.0,5.3,0.4,0.0,0.9,1.3,1.2,10.9
364,Herb Allen\allenhe01,SG,22,DET,81,15,24.8,2.3,5.2,0.442,0.7,2.2,0.324,1.6,3.0,0.53,0.51,0.1,0.1,0.875,0.2,1.8,2.0,3.8,0.6,0.9,0.9,1.0,5.4
365,Ja Adams\adamsja01,C,38,NOP,43,20,16.6,2.1,5.1,0.412,0.6,1.8,0.355,1.5,3.3,0.461,0.471,0.7,1.0,0.727,0.7,1.0,1.7,3.1,1.6,0.1,0.6,2.0,5.5
366,Chris Gonzalez\gonzach01,PF,22,DEN,50,17,14.5,3.9,8.2,0.476,1.1,2.9,0.395,2.8,5.3,0.523,0.543,2.9,2.9,0.999,1.0,1.0,2.0,4.0,0.7,1.5,5.0,2.3,11.8
367,Shake Mitchell\mitchsh01,PG,35,DEN,64,27,29.4,4.1,8.1,0.506,1.3,3.1,0.43,2.8,5.0,0.57,0.586,3.0,3.0,1.0,1.0,2.1,3.1,2.8,0.8,0.0,3.4,2.8,12.5
368,Kessler Young\youngke01,C,27,BRK,66,40,31.1,2.4,5.0,0.48,0.2,0.5,0.326,2.2,4.5,0.5,0.5,2.3,4.4,0.522,0.1,0.1,0.2,0.3,0.3,0.6,0.1,3.1,7.3
369,Miles Anderson\andermi01,SG,31,IND,49,42,2.6,1.8,3.6,0.5,0.9,2.2,0.405,0.9,1.4,0.663,0.625,1.6,1.9,0.863,2.8,0.3,3.1,7.9,0.3,0.0,1.0,3.0,6.1
370,Kyle Garcia\garciky01,SG,32,MIL,42,15,28.8,0.2,0.5,0.4,0.1,0.3,0.237,0.1,0.2,0.625,0.5,2.5,2.7,0.91,1.1,2.8,3.9,1.3,0.3,0.7,3.9,2.6,3.0
371,Marcus Thompson\thompma01,PF,24,ORL,11,5,20.8,0.2,0.5,0.4,0.0,0.1,0.334,0.2,0.4,0.528,0.4,0.5,0.6,0.817,0.4,1.1,1.5,3.3,1.1,0.7,0.8,3.1,0.9
372,Kevin Jackson\jackske01,SF,22,CHA,3,0,24.2,10.1,20.0,0.505,1.9,4.4,0.433,8.2,15.6,0.526,0.552,0.7,1.0,0.691,0.4,3.9,4.3,3.7,0.9,0.9,1.1,1.7,22.8
373,Kyle King\kingky01,SF,27,MIA,51,41,10.4,0.3,0.6,0.5,0.1,0.3,0.334,0.2,0.3,0.608,0.583,0.5,0.6,0.836,1.9,11.0,12.9,4.1,1.3,0.9,1.6,1.2,1.2
374,Miles Scott\scottmi01,PF,25,PHO,79,29,9.7,1.4,2.9,0.483,0.4,1.1,0.32,1.0,1.8,0.577,0.552,1.8,2.1,0.852,0.4,3.1,3.5,1.9,0.3,0.4,0.2,1.6,5.0
375,Aaron Taylor\tayloaa01,PG,38,NYK,77,75,14.9,2.1,4.9,0.429,0.9,2.9,0.308,1.2,2.0,0.6,0.52,1.2,1.9,0.618,0.8,0.8,1.6,0.7,0.0,0.7,0.9,1.7,6.3
376,Aaron Perez\perezaa01,SF,32,BOS,78,58,24.1,1.5,4.7,0.319,1.2,3.9,0.311,0.3,0.8,0.363,0.447,1.5,1.8,0.811,0.6,1.2,1.8,2.7,0.1,0.9,1.7,2.5,5.7
377,Aaron Robinson\robinaa01,SF,26,IND,3,2,17.7,2.7,9.1,0.297,1.3,4.7,0.283,1.4,4.4,0.322,0.368,7.7,9.8,0.787,0.5,2.2,2.7,1.5,0.3,1.1,0.6,1.4,14.4
378,Jaden Brown\brownja01,C,26,CLE,4,2,15.9,1.4,3.1,0.452,0.1,0.5,0.211,1.3,2.6,0.495,0.468,1.3,1.8,0.7,1.6,1.4,3.0,1.0,0.0,3.0,0.1,2.8,4.2
379,Marcus Scott\scottma01,PF,28,CLE,51,5,27.4,8.0,20.0,0.4,3.6,11.2,0.325,4.4,8.8,0.495,0.49,3.3,4.5,0.725,0.5,2.8,3.3,0.2,2.0,0.1,2.0,0.7,22.9
380,Kyle Young\youngky01,PF,35,ORL,46,38,11.9,2.7,8.2,0.329,1.5,5.0,0.295,1.2,3.2,0.379,0.421,1.4,1.8,0.801,2.6,1.4,4.0,1.3,0.4,0.3,3.2,1.7,8.3
381,Chris Thompson\thompch01,PF,29,LAL,15,7,2.0,1.5,3.3,0.455,0.3,1.2,0.234,1.2,2.1,0.591,0.5,4.6,4.7,0.983,0.0,0.4,0.4,1.3,0.8,1.5,1.2,1.9,7.9
382,Drew Walker\walkedr01,PF,20,BOS,48,32,23.3,0.8,1.9,0.421,0.4,1.0,0.381,0.4,0.9,0.485,0.526,0.4,0.6,0.721,0.4,0.6,1.0,0.4,0.2,1.8,0.2,3.3,2.4
383,Bennedict Lee\leebe01,PF,28,BOS,26,19,8.3,3.6,10.5,0.343,2.2,7.7,0.288,1.4,2.8,0.496,0.448,3.5,7.0,0.503,1.8,0.9,2.7,0.8,0.1,0.5,0.3,1.6,12.9
384,Deni Baker\bakerde01,SG,35,BRK,54,1,20.6,1.9,4.1,0.463,0.7,1.5,0.475,1.2,2.6,0.445,0.549,0.6,0.8,0.776,0.6,4.4,5.0,2.5,0.1,0.9,0.1,2.3,5.1
385,Drew Garcia\garcidr01,SF,22,ATL,11,10,28.9,0.9,2.3,0.391,0.2,0.7,0.22,0.7,1.6,0.425,0.435,2.7,3.6,0.741,0.3,2.3,2.6,1.8,0.2,0.4,1.1,2.7,4.7
386,Luke Garcia\garcilu01,SF,31,NYK,17,0,11.2,1.1,2.2,0.5,0.3,0.7,0.363,0.8,1.5,0.554,0.568,0.9,1.0,0.911,1.7,3.9,5.6,0.5,0.1,0.1,0.5,2.1,3.4
387,Drew Harris\harridr01,C,33,NOP,1,0,13.8,9.8,20.0,0.49,3.6,7.7,0.462,6.2,12.3,0.501,0.58,1.6,2.3,0.706,0.3,2.0,2.3,2.9,0.2,0.1,0.2,1.1,24.8
388,Tyler Smith\smithty01,PF,26,OKC,13,6,6.5,0.2,0.5,0.4,0.1,0.3,0.426,0.1,0.2,0.489,0.5,4.6,5.4,0.859,2.5,2.5,5.0,0.0,0.3,0.0,1.0,0.6,5.1
389,Shake Young\youngsh01,PG,26,DAL,44,16,18.2,0.3,0.7,0.429,0.1,0.3,0.228,0.2,0.4,0.468,0.5,8.9,9.6,0.922,0.1,0.8,0.9,1.9,1.5,1.0,0.1,2.2,9.6
390,Precious Gonzalez\gonzapr01,C,26,NOP,53,42,11.8,4.8,9.1,0.527,0.3,0.9,0.37,4.5,8.2,0.548,0.544,4.9,6.6,0.739,1.3,0.5,1.8,5.6,2.1,0.2,1.2,3.0,14.8
391,Jordan White\whitejo01,SF,33,HOU,8,5,2.2,3.3,6.6,0.5,0.8,2.1,0.375,2.5,4.5,0.549,0.561,3.2,4.5,0.707,0.8,3.0,3.8,0.0,0.0,0.4,0.1,2.4,10.6
392,Andre Gonzalez\gonzaan01,SF,35,SAC,48,39,16.4,4.8,12.0,0.4,2.2,5.4,0.406,2.6,6.6,0.397,0.492,0.5,0.6,0.914,0.9,2.8,3.7,0.6,1.7,1.9,0.7,2.6,12.3
393,Obi Gonzalez\gonzaob01,C,35,CHA,82,53,27.6,6.9,14.2,0.486,0.8,2.3,0.346,6.1,11.9,0.51,0.514,0.5,0.7,0.683,0.7,4.5,5.2,0.2,0.5,1.1,0.1,1.5,15.1
394,Andre Young\youngan01,SF,38,GSW,39,25,7.2,0.2,0.5,0.4,0.1,0.2,0.383,0.1,0.3,0.348,0.5,1.1,1.4,0.794,0.3,11.0,11.3,0.3,0.8,0.5,5.0,1.7,1.6
395,Javonte Miller\milleja01,PG,23,OKC,31,15,20.7,0.4,0.8,0.5,0.1,0.3,0.461,0.3,0.5,0.536,0.562,0.5,0.8,0.632,0.6,2.1,2.7,1.8,0.2,0.8,1.4,2.1,1.4
396,Jordan Anderson\anderjo01,SG,30,MEM,79,54,12.4,0.8,2.0,0.4,0.5,1.5,0.332,0.3,0.5,0.534,0.525,3.2,5.9,0.548,0.1,1.0,1.1,0.4,0.1,0.4,0.3,1.8,5.3
397,Trey Lee\leetr01,PF,26,TOR,3,1,2.0,0.3,0.5,0.6,0.1,0.2,0.403,0.2,0.3,0.521,0.7,1.8,2.0,0.918,0.3,1.6,1.9,1.1,1.8,0.3,1.0,0.8,2.5
398,Josh Brown\brownjo01,PG,31,PHI,43,17,31.1,0.2,0.5,0.4,0.1,0.2,0.251,0.1,0.3,0.366,0.5,0.7,1.0,0.682,0.0,5.5,5.5,1.7,0.8,1.1,0.1,2.6,1.2
399,Precious Wright\wrighpr01,SG,30,DAL,52,39,22.7,1.3,4.2,0.31,0.2,0.5,0.323,1.1,3.7,0.31,0.333,4.8,7.6,0.637,1.0,0.2,1.2,0.4,0.5,0.6,0.4,1.9,7.6
400,Isaiah Brown\brownis01,SG,38,SAS,14,6,19.8,5.8,15.0,0.387,1.8,5.7,0.318,4.0,9.3,0.429,0.447,2.7,2.9,0.937,0.4,9.1,9.5,0.6,0.1,1.0,0.1,1.4,16.1
401,Shake Green\greensh01,SF,32,PHI,26,21,11.7,0.5,1.0,0.5,0.4,0.8,0.468,0.1,0.2,0.485,0.7,1.5,2.2,0.703,0.7,7.4,8.1,0.6,0.1,0.0,1.7,1.4,2.9
402,Josh Moore\moorejo01,SF,28,DEN,64,43,2.0,0.5,1.2,0.417,0.2,0.5,0.482,0.3,0.7,0.401,0.5,0.1,0.1,0.823,0.4,1.8,2.2,4.1,0.2,0.6,0.4,2.1,1.3
403,Luke Thompson\thomplu01,C,31,LAL,67,61,26.7,1.1,3.2,0.344,0.2,0.9,0.276,0.9,2.3,0.395,0.375,8.3,8.3,1.0,1.6,5.3,6.9,3.0,0.4,0.0,1.0,0.9,10.7
404,Darius Garcia\garcida01,PG,20,BOS,68,60,12.2,4.4,9.3,0.473,1.4,3.7,0.366,3.0,5.6,0.534,0.548,2.0,2.6,0.772,0.3,1.6,1.9,0.5,2.6,0.5,1.9,2.1,12.2
405,Darius Harris\harrida01,PG,25,DAL,60,57,35.0,1.9,5.6,0.339,0.7,2.0,0.332,1.2,3.6,0.346,0.402,6.8,7.8,0.866,1.1,1.5,2.6,4.8,0.4,0.7,1.6,1.8,11.3
406,Tre Lee\leetr01,C,36,CHA,18,6,12.0,1.4,2.4,0.583,0.3,0.7,0.385,1.1,1.7,0.655,0.646,0.8,1.5,0.559,0.9,1.5,2.4,7.2,1.1,0.2,2.5,0.4,3.9
407,Drew Mitchell\mitchdr01,SG,38,POR,29,21,15.4,8.7,20.0,0.435,3.2,10.4,0.308,5.5,9.6,0.577,0.515,4.9,7.2,0.674,0.3,3.8,4.1,1.4,2.2,0.2,0.5,3.0,25.5
408,Deni Thompson\thompde01,SF,32,DEN,26,25,17.2,3.6,7.6,0.474,1.4,3.7,0.371,2.2,3.9,0.567,0.566,0.8,1.0,0.788,2.9,1.9,4.8,0.8,0.4,1.6,0.3,1.2,9.4
409,Trey Garcia\garcitr01,SF,20,TOR,42,35,16.3,1.7,3.7,0.459,0.6,1.7,0.357,1.1,2.0,0.555,0.541,0.1,0.2,0.595,1.5,1.0,2.5,0.5,0.2,0.9,1.9,2.4,4.1
410,Shake King\kingsh01,SF,35,HOU,58,11,22.4,2.1,4.8,0.438,1.1,2.6,0.416,1.0,2.2,0.472,0.552,1.7,2.3,0.725,0.9,4.0,4.9,0.8,0.2,2.5,3.1,1.7,7.0
411,Kyle Lee\leeky01,SF,34,CLE,49,25,17.9,4.5,11.3,0.398,1.1,4.7,0.229,3.4,6.6,0.51,0.447,0.5,0.6,0.763,0.2,0.3,0.5,6.4,0.1,1.2,2.9,1.5,10.6
412,Walker Hernandez\hernawa01,SF,21,LAC,40,10,19.9,4.5,9.4,0.479,2.0,4.5,0.442,2.5,4.9,0.503,0.585,0.5,0.6,0.782,3.5,0.2,3.7,0.0,1.0,0.6,1.9,2.4,11.5
413,Kyle Jones\jonesky01,C,20,CHA,10,5,13.3,2.4,4.3,0.558,0.4,1.3,0.326,2.0,3.0,0.669,0.605,4.4,5.1,0.858,0.1,0.9,1.0,6.0,0.2,0.1,0.3,1.3,9.6
414,Gary Martin\martiga01,C,32,WAS,74,62,32.2,0.3,0.5,0.6,0.1,0.2,0.263,0.2,0.3,0.516,0.7,0.8,1.3,0.583,1.4,3.2,4.6,2.4,0.1,0.4,1.0,2.4,1.5
415,Shake Adams\adamssh01,SG,23,ATL,55,46,19.4,2.0,4.2,0.476,0.6,1.5,0.394,1.4,2.7,0.511,0.548,0.2,0.2,0.83,0.6,1.4,2.0,2.1,1.0,0.8,3.2,2.7,4.8
416,Tyler Miller\millety01,PG,21,DET,79,12,15.7,0.1,0.5,0.2,0.1,0.4,0.325,0.0,0.1,0.456,0.3,1.4,1.6,0.858,0.1,7.9,8.0,0.3,0.4,0.5,0.7,0.8,1.7
417,Tyler Garcia\garcity01,PF,24,WAS,54,34,19.6,4.7,9.4,0.5,2.7,5.7,0.472,2.0,3.7,0.542,0.644,6.3,6.6,0.949,0.1,0.4,0.5,0.5,0.4,0.2,2.0,1.8,18.4
418,Josh Johnson\johnsjo01,PF,24,GSW,7,3,10.1,0.3,0.5,0.6,0.1,0.2,0.281,0.2,0.3,0.574,0.7,0.9,1.0,0.878,0.3,9.3,9.6,0.2,0.4,0.1,3.0,2.3,1.6
419,Shake Hernandez\hernash01,SG,27,CHA,82,26,15.0,3.5,9.4,0.372,1.7,4.9,0.346,1.8,4.5,0.401,0.463,2.5,3.0,0.828,0.5,1.9,2.4,3.2,0.9,0.8,0.3,0.5,11.2
420,Miles Lopez\lopezmi01,PF,38,ORL,26,16,20.9,0.6,1.1,0.545,0.0,0.1,0.422,0.6,1.0,0.62,0.545,0.5,0.5,0.944,0.1,0.1,0.2,0.5,0.2,2.7,0.3,1.3,1.7
421,Precious Harris\harripr01,PG,23,LAC,82,57,21.2,2.0,5.4,0.37,0.8,2.6,0.32,1.2,2.8,0.44,0.444,0.6,0.7,0.816,0.0,0.8,0.8,1.1,0.9,1.3,0.3,2.2,5.4
422,Chris Hernandez\hernach01,PF,36,ATL,5,0,34.7,1.4,3.6,0.389,0.5,1.7,0.313,0.9,1.9,0.468,0.458,0.3,0.5,0.617,0.4,0.8,1.2,0.9,1.9,1.6,0.0,0.7,3.6
423,Tre Miller\milletr01,SG,31,ORL,28,23,18.4,3.7,7.8,0.474,1.9,3.9,0.48,1.8,3.9,0.464,0.596,0.3,0.3,0.888,0.2,7.0,7.2,1.3,0.3,0.8,1.7,2.2,9.6
424,Isaiah Allen\allenis01,PG,37,BRK,67,28,22.1,2.0,5.0,0.4,1.3,3.6,0.358,0.7,1.4,0.534,0.53,1.2,1.5,0.805,0.3,4.8,5.1,2.3,0.7,0.5,1.2,1.6,6.5
425,Isaiah Baker\bakeris01,PF,27,HOU,75,53,10.1,3.0,5.6,0.536,0.6,1.7,0.347,2.4,3.9,0.622,0.589,2.5,2.8,0.887,0.2,0.6,0.8,0.8,0.7,0.1,1.1,2.8,9.1
426,Derrick Smith\smithde01,SF,30,SAC,51,15,30.1,8.6,20.0,0.43,2.1,6.7,0.314,6.5,13.3,0.492,0.483,0.9,1.0,0.913,0.7,1.2,1.9,2.7,0.5,0.4,1.4,1.6,20.2
427,Javonte Walker\walkeja01,PF,21,BRK,49,34,16.6,0.6,1.3,0.462,0.1,0.3,0.315,0.5,1.0,0.512,0.5,7.6,8.1,0.938,0.9,2.5,3.4,0.5,0.7,2.3,0.1,1.7,8.9
428,Gary Wright\wrighga01,PF,36,ATL,81,5,36.0,1.6,3.0,0.533,0.2,0.5,0.327,1.4,2.5,0.565,0.567,0.3,0.3,0.846,0.8,2.2,3.0,0.1,2.6,0.0,2.4,1.4,3.7
429,Marcus Johnson\johnsma01,C,25,ORL,22,19,3.1,1.0,1.7,0.588,0.2,0.6,0.339,0.8,1.1,0.706,0.647,1.6,2.3,0.677,0.3,3.1,3.4,0.1,0.3,0.4,0.7,2.0,3.8
430,Quentin Lee\leequ01,SG,34,POR,58,33,31.7,0.8,1.4,0.571,0.2,0.5,0.33,0.6,0.9,0.686,0.643,1.6,2.2,0.727,0.4,1.5,1.9,2.2,0.1,0.0,1.9,0.4,3.4
431,Obi Mitchell\mitchob01,PG,28,IND,56,48,17.0,9.7,20.0,0.485,1.5,5.0,0.308,8.2,15.0,0.547,0.522,2.6,2.6,1.0,0.7,0.9,1.6,0.5,1.0,0.6,2.0,1.8,23.5
432,Naz Hill\hillna01,SF,36,PHI,2,0,17.0,7.9,20.0,0.395,2.4,5.7,0.424,5.5,14.3,0.388,0.455,5.8,9.0,0.644,2.4,1.6,4.0,1.6,0.5,1.2,1.7,0.1,24.0
433,Herb Carter\cartehe01,SF,25,DAL,66,20,8.7,2.8,7.9,0.354,0.5,2.0,0.257,2.3,5.9,0.393,0.386,1.1,1.3,0.871,2.6,7.3,9.9,3.0,0.9,0.5,0.2,0.5,7.2
434,Kessler Garcia\garcike01,PF,20,SAC,46,34,24.5,1.7,5.6,0.304,0.7,3.6,0.197,1.0,2.0,0.515,0.366,1.7,2.0,0.844,1.9,6.1,8.0,2.0,0.7,0.6,2.7,2.2,5.8
435,David Moore\mooreda01,PF,38,SAS,15,1,29.8,0.5,1.2,0.417,0.3,0.7,0.377,0.2,0.5,0.309,0.542,0.2,0.3,0.77,1.4,9.0,10.4,2.0,0.2,0.4,0.8,1.7,1.5
436,James Williams\willija01,PG,32,MIL,50,40,7.1,3.7,7.6,0.487,0.7,2.1,0.355,3.0,5.5,0.538,0.533,2.3,2.7,0.87,0.1,5.1,5.2,0.8,0.5,0.1,1.0,1.4,10.4
437,Shake Robinson\robinsh01,C,20,MIN,14,5,21.1,1.6,4.7,0.34,0.8,2.8,0.278,0.8,1.9,0.442,0.426,2.1,2.4,0.88,0.4,0.1,0.5,0.5,1.7,1.7,3.3,1.8,6.1
438,Ja Jackson\jacksja01,SG,24,MIA,81,25,12.5,1.3,2.5,0.52,0.1,0.3,0.261,1.2,2.2,0.545,0.54,0.3,0.3,0.834,0.8,2.9,3.7,5.0,0.2,0.7,2.5,1.4,3.0
439,Mike Moore\mooremi01,SG,22,MIA,80,16,21.6,0.9,1.9,0.474,0.3,0.7,0.407,0.6,1.2,0.52,0.553,0.2,0.3,0.722,0.6,4.6,5.2,0.2,0.2,0.4,0.4,1.3,2.3
440,Bennedict Allen\allenbe01,C,21,DEN,14,0,21.5,4.9,9.8,0.5,1.2,3.1,0.402,3.7,6.7,0.551,0.561,0.8,1.0,0.825,2.0,1.7,3.7,0.5,0.2,0.4,1.5,0.5,11.8
441,Gary Scott\scottga01,C,33,UTA,2,1,7.8,3.7,10.0,0.37,1.5,4.8,0.31,2.2,5.2,0.422,0.445,1.8,2.2,0.84,0.8,1.9,2.7,3.4,0.1,0.7,0.6,2.4,10.7
442,Jaden Wilson\wilsoja01,SF,26,DET,81,73,2.3,2.4,5.6,0.429,1.2,3.6,0.346,1.2,2.0,0.592,0.536,1.0,1.1,0.873,0.6,0.3,0.9,0.3,0.5,0.1,0.5,2.4,7.0
443,Kevin Hill\hillke01,PF,22,PHI,23,12,17.3,1.8,4.6,0.391,0.5,1.2,0.381,1.3,3.4,0.388,0.446,0.1,0.2,0.631,0.9,0.6,1.5,5.8,0.2,0.2,1.7,2.6,4.2
444,Trey Hernandez\hernatr01,SF,23,CLE,66,46,25.9,1.5,4.3,0.349,0.6,2.1,0.268,0.9,2.2,0.42,0.419,0.4,0.5,0.74,0.1,2.7,2.8,0.4,0.0,0.9,0.7,1.6,4.0
445,Trey Wright\wrightr01,SF,38,PHI,22,17,8.1,3.9,8.8,0.443,0.8,2.2,0.368,3.1,6.6,0.472,0.489,0.1,0.2,0.726,0.7,1.0,1.7,6.6,0.2,0.1,0.6,1.6,8.7
446,Luke Clark\clarklu01,SF,24,MIA,15,2,18.5,0.2,0.5,0.4,0.1,0.3,0.435,0.1,0.2,0.664,0.5,0.2,0.3,0.681,0.5,0.2,0.7,1.8,0.3,0.9,2.6,2.1,0.7
447,Isaiah Green\greenis01,C,32,DAL,73,36,24.5,1.8,4.7,0.383,1.2,3.2,0.374,0.6,1.5,0.431,0.511,0.7,0.9,0.741,0.3,4.1,4.4,0.4,0.5,0.3,2.0,1.7,5.5
448,Derrick Adams\adamsde01,PF,30,MIL,81,35,13.1,0.6,1.3,0.462,0.3,0.7,0.407,0.3,0.6,0.432,0.577,5.0,6.9,0.725,0.5,8.0,8.5,0.6,0.2,0.2,0.4,3.6,6.5
449,Deni Harris\harride01,SF,22,ATL,16,3,8.1,8.4,14.0,0.6,2.9,6.7,0.426,5.5,7.3,0.75,0.704,2.2,2.4,0.929,1.0,1.2,2.2,3.4,0.3,2.0,1.7,2.5,21.9
450,Josh Thomas\thomajo01,PF,21,CHI,27,5,15.4,1.2,3.6,0.333,1.0,2.8,0.372,0.2,0.8,0.311,0.472,1.2,1.5,0.828,0.9,3.1,4.0,3.3,0.4,1.8,1.4,3.6,4.6
451,Luke Hernandez\hernalu01,SG,25,WAS,72,49,25.9,6.7,20.0,0.335,3.2,10.0,0.322,3.5,10.0,0.346,0.415,2.9,3.4,0.862,0.1,3.4,3.5,0.4,0.3,0.1,1.2,2.2,19.5
452,Naz Jones\jonesna01,SG,38,MIL,64,39,18.7,5.7,12.5,0.456,2.1,5.5,0.379,3.6,7.0,0.514,0.54,1.6,2.0,0.78,2.1,1.8,3.9,0.3,0.4,0.5,0.3,1.8,15.1
453,Mike Thompson\thompmi01,C,32,NOP,74,60,30.4,1.5,3.2,0.469,0.3,0.8,0.384,1.2,2.4,0.482,0.516,1.1,1.3,0.849,0.4,3.5,3.9,4.9,0.7,0.4,0.4,2.3,4.4
454,Brandon Mitchell\mitchbr01,SF,23,CLE,75,66,7.6,1.3,2.6,0.5,0.4,1.2,0.326,0.9,1.4,0.62,0.577,2.9,3.4,0.847,0.0,0.5,0.5,0.8,1.8,0.0,1.6,1.6,5.9
455,Jaden Mitchell\mitchja01,C,36,BOS,81,8,36.0,8.6,20.0,0.43,2.4,6.9,0.351,6.2,13.1,0.475,0.49,0.9,1.0,0.878,1.2,0.7,1.9,0.0,0.2,0.1,1.1,2.5,20.5
456,Isaiah Robinson\robinis01,SG,32,MEM,36,35,21.7,1.3,2.9,0.448,0.4,1.2,0.309,0.9,1.7,0.552,0.517,4.4,5.0,0.875,1.1,4.3,5.4,3.2,0.3,0.2,2.8,2.0,7.4
457,Quentin Young\youngqu01,C,34,SAC,14,11,12.4,4.2,8.2,0.512,1.6,3.6,0.432,2.6,4.6,0.557,0.61,0.0,0.0,0.758,0.5,4.3,4.8,1.0,0.3,0.4,0.6,2.4,10.0
458,Marcus Davis\davisma01,PG,24,PHI,64,39,31.4,4.8,13.9,0.345,2.7,9.6,0.282,2.1,4.3,0.482,0.442,0.2,0.4,0.584,0.6,2.5,3.1,0.5,0.1,0.4,2.3,3.5,12.5
459,Trey Thomas\thomatr01,PG,38,HOU,3,0,14.8,6.8,20.0,0.34,4.8,15.5,0.308,2.0,4.5,0.44,0.46,3.0,3.7,0.822,0.5,1.0,1.5,1.2,0.0,0.1,1.0,1.8,21.4
