cell_id,assembly_datetime,cell_type,factory,line,shift,capacity_mAh,internal_resistance_mOhm,production_temp_C,efficiency_pct,cycle_count,electrolyte_vol_mL,electrode_thickness_um,defect
CELL-045539,2024-01-27 21:36:52,NCM,Factory_B,L4,Morning,3804.7,7.479,29.37,96.95,12,8.244,94.37,Normal
CELL-045540,2024-11-07 07:30:51,LFP,Factory_A,L4,Morning,3948.8,12.153,27.24,96.701,41,9.119,94.26,Normal
CELL-045541,2023-02-10 18:56:16,LFP,Factory_A,L4,Afternoon,3917.6,11.842,22.02,97.463,18,8.549,89.24,Normal
CELL-045542,2024-10-11 01:17:49,NCA,Factory_B,L3,Afternoon,4039.0,10.412,30.58,96.477,75,8.854,96.11,Normal
CELL-045543,2024-09-30 15:08:58,LFP,Factory_C,L1,Morning,3326.7,38.102,31.07,93.584,1,9.574,102.13,Defective
CELL-045544,2023-02-12 22:55:50,LFP,Factory_C,L3,Morning,3906.1,13.028,27.9,98.977,69,7.836,90.97,Normal
CELL-045545,2023-10-23 15:35:42,NCM,Factory_A,L1,Morning,3851.1,11.444,27.97,96.669,263,8.828,101.77,Normal
CELL-045546,2023-04-30 15:30:36,NCM,Factory_A,L4,Night,3807.5,10.553,23.88,97.864,214,7.47,87.21,Normal
CELL-045547,2023-12-01 05:24:52,NCM,Factory_B,L1,Afternoon,3890.2,8.488,29.76,96.007,208,8.648,96.43,Normal
CELL-045548,2023-03-24 03:45:16,NCM,Factory_A,L3,Morning,3382.8,10.853,20.76,94.609,26,8.956,95.54,Defective
CELL-045549,2024-01-12 18:17:26,NCM,Factory_A,L1,Morning,3880.3,11.469,28.4,97.343,194,8.617,95.57,Normal
CELL-045550,2024-02-13 07:52:56,LFP,Factory_C,L1,Morning,3909.5,10.32,28.55,98.025,33,7.821,88.73,Normal
CELL-045551,2023-11-13 23:55:38,NCA,Factory_A,L2,Afternoon,3356.7,15.241,27.79,94.45,201,7.657,98.42,Defective
CELL-045552,2024-03-24 02:36:45,NCM,Factory_B,L1,Night,3987.4,9.94,28.32,97.749,61,8.128,95.7,Normal
CELL-045553,2024-05-07 14:31:08,LFP,Factory_B,L3,Night,3876.4,10.941,29.61,97.456,78,8.663,99.06,Normal
CELL-045554,2023-10-21 01:04:24,NCM,Factory_C,L1,Afternoon,3919.1,7.658,19.95,97.683,19,8.896,88.0,Normal
CELL-045555,2024-07-25 10:56:25,NCM,Factory_A,L1,Afternoon,3720.9,9.224,29.57,97.538,93,8.33,94.64,Normal
CELL-045556,2023-08-30 17:56:52,LFP,Factory_A,L1,Night,3881.3,7.901,33.28,97.352,33,8.827,93.57,Normal
CELL-045557,2024-11-11 23:53:48,NCM,Factory_C,L3,Morning,3659.4,14.406,31.89,93.791,233,9.295,89.93,Defective
CELL-045558,2024-07-01 21:10:34,LFP,Factory_A,L1,Night,3809.9,9.88,21.59,96.679,47,8.423,91.85,Normal
CELL-045559,2023-01-19 23:17:28,NCA,Factory_A,L4,Night,3871.6,9.732,27.62,98.142,9,9.527,97.63,Normal
CELL-045560,2023-02-04 11:59:20,NCM,Factory_C,L2,Morning,3780.3,10.671,25.1,99.153,192,8.813,90.23,Normal
CELL-045561,2023-06-13 20:35:25,LFP,Factory_B,L2,Afternoon,3667.8,45.318,21.87,92.114,310,9.33,97.73,Defective
CELL-045562,2024-12-29 09:57:42,LFP,Factory_C,L3,Night,3949.1,11.341,30.2,97.567,231,6.746,90.97,Normal
CELL-045563,2023-08-09 12:47:59,NCA,Factory_C,L1,Afternoon,3836.1,13.18,22.59,97.897,274,9.24,100.83,Normal
CELL-045564,2024-01-05 14:10:56,LFP,Factory_B,L4,Morning,3950.4,8.477,27.76,97.174,30,7.804,92.01,Normal
CELL-045565,2024-08-29 23:40:29,LFP,Factory_C,L4,Morning,3911.0,11.433,30.44,98.358,277,7.518,92.8,Normal
CELL-045566,2023-10-13 21:20:18,NCA,Factory_C,L4,Night,3944.1,11.807,29.59,99.211,55,8.478,90.61,Normal
CELL-045567,2023-01-22 12:26:59,NCM,Factory_C,L1,Night,3600.7,29.338,31.48,91.385,52,8.312,89.19,Defective
CELL-045568,2024-04-13 14:03:57,NCA,Factory_A,L3,Afternoon,3796.8,8.287,31.54,96.734,85,9.033,100.17,Normal
CELL-045569,2024-06-10 19:50:57,NCA,Factory_B,L1,Afternoon,3490.9,40.051,30.43,92.086,217,8.459,94.76,Defective
CELL-045570,2024-06-10 11:37:29,NCM,Factory_C,L2,Morning,3963.0,8.799,21.41,97.244,67,8.821,98.47,Normal
CELL-045571,2024-12-21 05:49:10,LFP,Factory_C,L3,Night,3909.8,9.456,29.41,97.49,43,7.754,93.32,Normal
CELL-045572,2023-12-31 13:28:54,NCA,Factory_A,L2,Morning,3815.9,10.865,21.83,97.726,519,8.927,93.42,Normal
CELL-045573,2024-02-20 00:17:32,NCA,Factory_A,L1,Afternoon,3833.0,13.631,29.5,98.149,56,8.773,94.19,Normal
CELL-045574,2024-05-28 01:43:09,NCA,Factory_C,L1,Night,3883.7,12.999,32.12,96.189,60,8.015,91.83,Normal
CELL-045575,2024-12-07 18:26:08,NCM,Factory_A,L4,Afternoon,3794.9,9.898,31.32,98.673,336,9.321,95.2,Normal
CELL-045576,2023-11-08 00:51:44,LFP,Factory_A,L4,Night,3929.0,14.22,23.64,96.936,26,8.616,94.91,Normal
CELL-045577,2023-11-12 00:08:39,LFP,Factory_B,L1,Night,3746.1,9.582,19.14,98.022,341,8.15,93.63,Normal
CELL-045578,2023-05-02 03:07:07,NCM,Factory_B,L3,Morning,3916.8,11.873,27.48,98.0,101,8.734,99.11,Normal
CELL-045579,2023-06-06 13:30:41,LFP,Factory_A,L3,Night,3688.6,10.101,24.99,96.888,119,8.768,92.83,Normal
CELL-045580,2023-01-24 19:17:30,LFP,Factory_B,L4,Night,3933.8,11.952,22.99,98.232,178,9.52,95.44,Normal
CELL-045581,2023-04-23 21:48:43,NCM,Factory_A,L2,Afternoon,3862.2,11.341,31.24,98.438,42,9.008,93.93,Normal
CELL-045582,2023-03-01 05:19:48,NCM,Factory_B,L2,Morning,3744.6,13.846,26.71,97.574,8,8.504,97.67,Normal
CELL-045583,2023-06-30 22:08:03,NCM,Factory_C,L2,Morning,3861.5,10.817,29.12,97.619,52,9.117,94.99,Normal
CELL-045584,2024-09-27 20:20:06,LFP,Factory_A,L4,Morning,3839.5,9.201,29.66,95.888,129,9.538,98.24,Normal
CELL-045585,2024-05-04 22:48:01,LFP,Factory_A,L3,Afternoon,3752.2,9.784,21.1,98.048,377,9.233,97.85,Normal
CELL-045586,2023-11-10 04:55:42,NCM,Factory_C,L4,Afternoon,3817.9,10.493,19.53,97.721,171,8.005,98.35,Normal
CELL-045587,2024-10-27 13:40:13,LFP,Factory_B,L3,Night,3856.1,9.277,24.11,97.26,2,8.407,95.54,Normal
CELL-045588,2024-04-21 19:32:42,LFP,Factory_A,L1,Night,3879.5,8.133,29.72,98.402,24,8.565,101.09,Normal
CELL-045589,2024-05-24 08:21:31,NCM,Factory_B,L3,Afternoon,3898.7,9.071,20.9,97.279,9,8.645,99.89,Normal
CELL-045590,2024-10-15 20:26:14,NCM,Factory_B,L3,Afternoon,3810.1,11.385,22.42,96.921,15,9.398,91.57,Normal
CELL-045591,2023-09-20 21:34:56,LFP,Factory_B,L4,Afternoon,3533.2,21.897,25.88,92.356,53,8.122,97.15,Defective
CELL-045592,2023-03-20 10:13:59,LFP,Factory_A,L3,Night,3919.9,12.767,30.38,96.708,55,7.927,95.14,Normal
CELL-045593,2024-10-18 07:59:23,NCM,Factory_A,L1,Afternoon,3869.3,9.001,22.4,98.234,26,7.92,89.19,Normal
CELL-045594,2024-12-17 19:56:53,LFP,Factory_C,L4,Afternoon,3818.6,10.986,29.01,95.778,128,7.62,99.37,Normal
CELL-045595,2023-10-07 05:41:24,NCA,Factory_A,L2,Morning,3817.4,8.989,33.04,98.007,199,8.662,92.27,Normal
CELL-045596,2024-04-11 06:11:05,LFP,Factory_A,L2,Afternoon,3635.4,9.149,30.4,97.368,65,8.167,92.47,Normal
CELL-045597,2024-06-16 00:23:42,NCM,Factory_A,L1,Afternoon,3729.7,26.362,31.34,93.502,172,8.772,90.63,Defective
CELL-045598,2024-03-10 02:25:48,LFP,Factory_A,L2,Afternoon,3133.8,25.37,29.94,93.76,97,8.553,94.39,Defective
CELL-045599,2023-08-20 20:42:06,NCM,Factory_B,L1,Afternoon,3852.4,10.985,21.26,97.322,76,8.992,96.98,Normal
CELL-045600,2024-08-26 08:10:21,NCM,Factory_B,L2,Morning,3806.3,7.966,34.72,96.941,97,9.971,98.5,Normal
CELL-045601,2023-05-07 13:33:04,LFP,Factory_C,L2,Morning,3869.0,8.275,22.34,97.714,8,8.661,93.57,Normal
CELL-045602,2023-07-08 04:10:19,NCM,Factory_A,L4,Morning,3887.9,9.518,29.47,97.574,3,8.242,101.13,Normal
CELL-045603,2024-05-01 07:30:31,NCA,Factory_C,L3,Afternoon,3885.9,8.693,22.66,96.98,92,9.145,97.89,Normal
CELL-045604,2023-10-01 00:27:49,NCA,Factory_A,L3,Afternoon,3784.2,8.574,21.01,99.123,86,8.439,96.3,Normal
CELL-045605,2024-06-01 11:39:26,NCM,Factory_A,L4,Night,3849.6,9.174,19.64,96.205,3,8.774,92.03,Normal
CELL-045606,2024-02-05 07:51:06,NCM,Factory_C,L3,Morning,3879.2,8.709,28.9,97.908,47,9.01,95.06,Normal
CELL-045607,2024-04-06 12:28:41,NCM,Factory_A,L2,Morning,3808.6,10.367,29.68,97.304,146,8.316,95.95,Normal
CELL-045608,2023-03-02 14:11:20,LFP,Factory_A,L2,Night,3854.2,9.294,34.49,97.543,19,10.08,97.37,Normal
CELL-045609,2024-06-08 22:37:25,NCM,Factory_B,L1,Morning,3876.6,9.024,25.35,96.538,188,8.293,94.48,Normal
CELL-045610,2024-09-29 07:13:23,NCA,Factory_A,L1,Afternoon,3950.7,11.19,25.4,97.214,64,8.129,93.12,Normal
CELL-045611,2023-01-02 18:28:22,LFP,Factory_B,L1,Morning,3803.3,10.793,29.25,96.895,437,9.27,87.42,Normal
CELL-045612,2023-12-11 16:55:09,LFP,Factory_B,L2,Morning,3879.5,12.067,31.47,97.319,105,8.543,88.62,Normal
CELL-045613,2023-05-15 11:33:24,NCA,Factory_A,L1,Afternoon,3910.5,7.323,29.54,98.547,191,7.623,93.48,Normal
CELL-045614,2024-06-17 01:45:03,LFP,Factory_A,L4,Morning,3741.8,10.852,31.67,97.012,23,8.84,94.66,Normal
CELL-045615,2023-05-28 16:48:38,NCA,Factory_B,L3,Morning,3719.4,9.076,25.67,96.225,32,7.302,93.85,Normal
CELL-045616,2023-12-01 10:49:07,NCM,Factory_B,L2,Morning,3812.9,8.951,32.65,96.425,27,8.551,90.32,Normal
CELL-045617,2024-08-14 20:23:43,NCA,Factory_C,L2,Night,3948.6,11.973,22.22,98.668,110,8.336,92.33,Normal
CELL-045618,2024-08-17 12:49:00,LFP,Factory_A,L1,Morning,3390.9,22.377,20.25,94.933,232,8.622,90.21,Defective
CELL-045619,2024-12-23 20:17:35,LFP,Factory_A,L1,Afternoon,3762.4,8.442,30.67,97.894,70,8.381,96.02,Normal
CELL-045620,2024-03-18 20:04:32,NCM,Factory_B,L1,Morning,3774.7,9.171,30.48,97.618,25,8.455,94.38,Normal
CELL-045621,2024-04-30 17:10:37,NCM,Factory_A,L2,Morning,3806.6,9.089,28.99,96.983,314,8.724,97.98,Normal
CELL-045622,2023-05-08 21:31:41,NCA,Factory_C,L3,Afternoon,3843.2,10.122,23.91,96.847,33,8.128,94.08,Normal
CELL-045623,2024-06-21 08:05:07,LFP,Factory_A,L1,Morning,3744.6,10.064,23.75,96.95,70,7.883,94.22,Normal
CELL-045624,2024-12-29 05:59:25,LFP,Factory_C,L3,Morning,3900.6,11.398,23.86,97.82,70,8.199,102.04,Normal
CELL-045625,2023-07-18 01:06:47,NCM,Factory_B,L3,Morning,3780.8,13.177,22.06,97.733,234,8.902,94.49,Normal
CELL-045626,2023-06-19 03:16:54,NCM,Factory_B,L2,Afternoon,3910.0,10.74,27.79,97.251,35,8.39,88.71,Normal
CELL-045627,2024-08-30 07:54:09,NCA,Factory_C,L1,Afternoon,3833.2,12.516,22.29,98.37,50,8.271,98.81,Normal
CELL-045628,2023-06-21 09:46:39,LFP,Factory_B,L4,Night,3621.5,10.505,27.67,97.731,31,8.871,98.82,Normal
CELL-045629,2024-11-26 22:54:46,NCA,Factory_B,L2,Afternoon,3580.9,52.31,32.38,91.744,111,9.052,92.72,Defective
CELL-045630,2023-10-08 23:48:13,NCM,Factory_C,L4,Night,3813.0,12.043,30.96,97.185,253,8.077,94.56,Normal
CELL-045631,2023-06-15 01:55:53,NCA,Factory_C,L1,Morning,3798.8,9.007,20.54,97.171,79,9.321,92.59,Normal
CELL-045632,2024-09-19 21:23:19,NCA,Factory_B,L2,Afternoon,3847.2,8.363,30.99,97.907,155,9.77,94.38,Normal
CELL-045633,2023-08-12 14:59:43,NCM,Factory_B,L1,Afternoon,3873.5,10.068,26.42,98.893,148,8.771,94.56,Normal
CELL-045634,2024-02-05 06:32:11,NCM,Factory_C,L1,Morning,3842.4,8.127,22.59,97.536,165,7.856,95.36,Normal
CELL-045635,2024-10-09 03:00:00,NCM,Factory_B,L2,Morning,3662.4,7.929,28.92,98.005,295,8.113,88.75,Normal
CELL-045636,2023-07-19 16:26:19,NCM,Factory_A,L1,Night,3776.1,10.056,26.22,97.174,16,9.842,90.19,Normal
CELL-045637,2023-10-28 01:36:48,LFP,Factory_B,L4,Morning,3833.4,9.016,31.65,98.152,597,8.155,94.77,Normal
CELL-045638,2023-09-03 03:12:59,NCA,Factory_C,L4,Afternoon,3461.7,26.633,30.03,90.855,592,8.793,90.19,Defective
CELL-045639,2024-08-05 08:36:45,NCM,Factory_A,L1,Morning,3824.0,9.432,31.28,96.947,26,6.926,97.61,Normal
CELL-045640,2023-04-26 16:20:53,NCM,Factory_C,L3,Afternoon,3804.8,9.758,30.27,98.956,268,7.924,98.97,Normal
CELL-045641,2023-07-02 01:21:31,NCM,Factory_A,L2,Morning,3927.4,8.571,22.93,96.758,2,9.02,90.5,Normal
CELL-045642,2023-03-10 10:29:34,NCM,Factory_C,L3,Morning,3820.8,11.156,20.45,97.387,48,7.717,97.71,Normal
CELL-045643,2024-12-12 02:31:19,LFP,Factory_A,L1,Afternoon,3758.5,9.629,28.98,97.782,527,8.963,93.93,Normal
CELL-045644,2023-11-03 03:34:22,LFP,Factory_B,L4,Morning,3910.4,10.517,31.19,96.013,215,8.009,94.2,Normal
CELL-045645,2024-10-04 06:55:15,NCA,Factory_B,L4,Morning,3817.9,10.729,19.19,97.045,83,8.033,97.8,Normal
CELL-045646,2024-02-11 01:39:38,NCM,Factory_C,L1,Afternoon,3833.6,8.233,31.97,97.788,27,8.858,95.8,Normal
CELL-045647,2024-11-17 11:59:17,NCA,Factory_A,L4,Night,3763.8,6.422,29.95,97.869,40,8.441,92.85,Normal
CELL-045648,2024-08-10 12:32:00,NCM,Factory_C,L3,Morning,3847.8,10.01,26.43,97.163,129,8.089,99.72,Normal
CELL-045649,2024-09-03 17:47:03,LFP,Factory_C,L3,Afternoon,3808.3,10.904,30.29,96.692,42,9.33,100.68,Normal
CELL-045650,2023-04-05 04:21:58,NCA,Factory_B,L1,Morning,3979.4,10.984,20.92,97.326,79,7.845,99.49,Normal
CELL-045651,2024-08-12 20:34:52,LFP,Factory_A,L3,Night,3797.5,7.561,29.61,96.068,230,8.484,97.01,Normal
CELL-045652,2024-11-10 19:35:15,NCA,Factory_A,L4,Morning,3812.2,10.329,18.92,98.376,41,9.5,95.68,Normal
CELL-045653,2024-07-05 21:39:57,LFP,Factory_B,L1,Morning,3887.6,10.647,22.27,96.757,49,7.931,97.54,Normal
CELL-045654,2024-12-16 19:36:23,NCM,Factory_C,L1,Night,3801.1,12.75,31.43,96.792,186,7.866,96.41,Normal
CELL-045655,2024-03-20 05:49:44,LFP,Factory_B,L3,Afternoon,3873.3,8.357,22.58,98.56,72,8.735,96.12,Normal
CELL-045656,2023-05-24 07:44:27,NCM,Factory_C,L1,Morning,3746.7,10.433,22.25,97.711,76,8.11,93.69,Normal
CELL-045657,2023-08-28 22:55:37,NCM,Factory_B,L2,Afternoon,3881.6,9.767,27.5,97.239,75,7.796,90.1,Normal
CELL-045658,2023-01-12 04:56:47,NCM,Factory_C,L1,Morning,3725.9,8.182,31.95,98.177,90,7.637,89.38,Normal
CELL-045659,2024-09-06 11:36:44,LFP,Factory_C,L1,Morning,3880.7,8.664,23.12,97.805,60,8.886,99.55,Normal
CELL-045660,2024-01-26 02:46:02,NCM,Factory_A,L1,Night,3819.7,11.271,30.86,96.959,25,7.563,100.8,Normal
CELL-045661,2024-07-26 20:42:41,NCM,Factory_A,L2,Morning,3900.7,10.253,24.23,98.331,84,7.257,92.89,Normal
CELL-045662,2024-03-20 22:15:30,LFP,Factory_A,L2,Afternoon,3730.6,11.195,22.22,98.544,35,9.256,91.58,Normal
CELL-045663,2023-01-11 20:54:44,NCM,Factory_A,L2,Morning,3716.9,10.566,28.67,97.309,4,9.534,97.72,Normal
CELL-045664,2024-09-01 19:33:36,LFP,Factory_A,L1,Afternoon,3829.9,9.904,28.11,98.143,196,7.863,95.26,Normal
CELL-045665,2024-09-07 14:47:01,NCM,Factory_A,L3,Morning,3680.5,12.111,21.88,98.273,79,9.099,99.53,Normal
CELL-045666,2023-05-15 18:13:19,LFP,Factory_A,L4,Night,3775.5,8.207,22.28,97.411,137,8.287,95.48,Normal
CELL-045667,2023-01-09 05:37:34,NCA,Factory_B,L1,Morning,3323.0,57.775,20.85,91.291,329,8.267,94.91,Defective
CELL-045668,2023-11-28 21:51:29,NCM,Factory_A,L1,Morning,3854.9,8.46,32.79,97.587,1,8.265,93.62,Normal
CELL-045669,2023-10-10 15:00:21,LFP,Factory_B,L1,Night,3771.9,11.85,23.24,97.684,18,8.174,90.76,Normal
CELL-045670,2023-01-02 00:00:10,LFP,Factory_B,L1,Morning,3851.3,7.479,31.43,97.294,479,8.77,97.32,Normal
CELL-045671,2023-05-01 16:47:04,NCM,Factory_A,L2,Night,3347.1,27.815,31.9,92.045,285,8.857,95.73,Defective
CELL-045672,2024-09-10 21:37:57,NCM,Factory_A,L2,Morning,3876.7,12.98,29.2,97.118,51,9.641,97.03,Normal
CELL-045673,2024-03-02 21:14:13,NCM,Factory_C,L3,Afternoon,3805.1,12.186,18.53,97.848,13,8.054,97.05,Normal
CELL-045674,2023-07-25 18:53:36,LFP,Factory_A,L2,Morning,3941.7,10.498,22.02,97.862,24,8.159,93.67,Normal
CELL-045675,2024-04-27 08:41:05,NCA,Factory_A,L1,Afternoon,3324.6,22.173,30.12,96.419,64,8.374,91.03,Defective
CELL-045676,2024-07-19 05:02:04,NCM,Factory_C,L2,Morning,3845.0,10.323,24.76,97.149,210,8.987,91.59,Normal
CELL-045677,2024-10-16 10:03:55,NCM,Factory_B,L4,Morning,3885.8,11.775,21.18,96.781,237,9.138,94.89,Normal
CELL-045678,2023-08-23 14:20:48,NCA,Factory_C,L2,Morning,3851.4,12.876,30.03,97.053,220,8.524,96.57,Normal
CELL-045679,2024-09-14 06:12:22,LFP,Factory_C,L2,Morning,3876.9,9.27,29.15,96.408,225,7.784,97.4,Normal
CELL-045680,2023-03-27 07:37:46,LFP,Factory_C,L2,Morning,3807.3,8.057,19.42,98.05,94,9.359,92.81,Normal
CELL-045681,2023-04-09 04:05:24,NCA,Factory_B,L1,Afternoon,3543.4,31.477,29.3,96.044,16,9.614,93.29,Defective
CELL-045682,2024-12-15 00:53:37,NCM,Factory_B,L2,Afternoon,3799.6,7.304,23.5,97.107,305,7.681,96.65,Normal
CELL-045683,2024-08-09 10:22:42,LFP,Factory_A,L2,Morning,3611.0,23.806,22.98,93.197,53,8.005,89.85,Defective
CELL-045684,2023-04-25 12:28:21,NCM,Factory_A,L1,Afternoon,3801.5,10.264,24.37,97.108,54,7.546,90.2,Normal
CELL-045685,2024-04-24 04:16:54,NCA,Factory_A,L1,Afternoon,3743.1,10.526,22.01,96.384,123,9.908,95.49,Normal
CELL-045686,2023-05-05 14:36:53,NCA,Factory_C,L4,Afternoon,3865.5,12.048,23.5,97.811,31,8.291,90.66,Normal
CELL-045687,2023-03-18 12:58:44,LFP,Factory_A,L1,Night,3835.9,9.851,23.58,96.963,59,7.921,100.12,Normal
CELL-045688,2023-07-26 05:05:51,LFP,Factory_A,L2,Afternoon,3797.4,8.7,32.29,96.764,317,10.464,92.6,Normal
CELL-045689,2024-12-17 21:24:12,LFP,Factory_A,L4,Afternoon,3763.0,12.022,21.97,97.568,27,8.672,96.8,Normal
CELL-045690,2024-12-13 12:15:12,NCA,Factory_C,L2,Morning,3652.8,11.421,20.23,97.475,260,7.548,94.75,Normal
CELL-045691,2024-10-08 02:07:12,NCA,Factory_A,L1,Night,3345.8,12.126,19.96,94.351,36,9.216,104.44,Defective
CELL-045692,2024-02-24 05:27:05,NCM,Factory_A,L2,Morning,3895.2,10.221,21.16,96.902,291,7.94,91.5,Normal
CELL-045693,2023-05-31 02:04:15,NCM,Factory_C,L2,Morning,4154.5,10.523,21.44,98.772,184,10.257,95.31,Normal
CELL-045694,2023-08-02 09:14:02,NCA,Factory_A,L1,Night,3846.6,9.386,21.33,95.812,162,7.31,86.02,Normal
CELL-045695,2023-07-26 15:20:38,NCM,Factory_C,L4,Afternoon,3843.3,9.624,20.57,97.569,256,9.441,95.37,Normal
CELL-045696,2023-07-01 18:01:09,NCM,Factory_A,L2,Morning,3691.1,8.343,23.08,98.332,106,7.6,90.3,Normal
CELL-045697,2024-09-29 07:03:17,LFP,Factory_A,L2,Night,3955.1,8.952,22.16,97.135,129,7.793,96.05,Normal
CELL-045698,2024-05-19 08:28:21,LFP,Factory_A,L1,Afternoon,4023.0,7.841,29.51,96.793,408,8.975,95.26,Normal
CELL-045699,2024-06-07 19:15:55,LFP,Factory_B,L1,Afternoon,3762.6,9.546,29.81,97.432,128,7.82,94.58,Normal
CELL-045700,2024-07-25 22:13:46,LFP,Factory_B,L2,Afternoon,3968.7,9.219,30.11,100.0,257,9.074,99.41,Normal
CELL-045701,2024-12-17 09:59:05,NCA,Factory_A,L1,Afternoon,3809.0,8.758,19.38,98.492,127,7.921,92.75,Normal
CELL-045702,2024-07-17 00:53:46,LFP,Factory_B,L1,Morning,3350.8,16.087,24.34,93.812,29,8.502,92.47,Defective
CELL-045703,2024-04-24 07:22:46,LFP,Factory_A,L1,Morning,3530.9,42.577,30.43,92.036,8,10.424,96.89,Defective
CELL-045704,2023-05-02 02:04:38,LFP,Factory_C,L3,Morning,3803.3,12.639,29.4,98.131,63,7.865,91.21,Normal
CELL-045705,2023-06-28 03:27:40,NCA,Factory_B,L4,Afternoon,3836.6,9.007,30.74,97.344,31,8.47,93.47,Normal
CELL-045706,2024-04-10 15:21:28,LFP,Factory_A,L2,Night,3783.3,9.357,19.01,99.385,252,7.366,88.22,Normal
CELL-045707,2024-01-14 16:56:28,LFP,Factory_B,L4,Night,3948.7,10.861,28.63,97.576,13,7.765,94.21,Normal
CELL-045708,2024-01-13 01:08:30,LFP,Factory_C,L4,Afternoon,3371.1,28.443,22.6,91.301,75,8.357,92.95,Defective
CELL-045709,2023-05-18 01:24:56,NCA,Factory_B,L4,Morning,3385.4,34.476,27.54,89.751,24,7.719,93.86,Defective
CELL-045710,2023-10-02 13:26:26,NCM,Factory_A,L1,Morning,3758.0,11.422,29.18,97.136,169,8.142,97.16,Normal
CELL-045711,2023-07-22 01:05:10,NCM,Factory_A,L1,Night,3651.2,13.33,19.9,90.95,208,7.994,94.9,Defective
CELL-045712,2023-08-09 20:13:41,NCM,Factory_A,L4,Night,3859.5,10.43,26.49,97.178,140,8.879,91.9,Normal
CELL-045713,2024-09-19 07:28:07,NCA,Factory_A,L1,Afternoon,3871.2,8.422,27.62,99.274,653,8.678,100.68,Normal
CELL-045714,2023-06-08 16:11:18,NCM,Factory_B,L1,Morning,3912.5,8.66,32.14,98.078,74,8.002,89.66,Normal
CELL-045715,2024-08-21 03:12:32,NCM,Factory_C,L3,Morning,3859.0,9.585,20.62,96.501,397,8.163,90.8,Normal
CELL-045716,2024-04-09 21:36:55,LFP,Factory_C,L1,Night,3831.6,9.59,29.94,98.898,19,8.366,93.77,Normal
CELL-045717,2023-04-13 18:41:03,NCA,Factory_C,L2,Morning,3849.2,10.681,27.52,97.594,7,9.287,94.91,Normal
CELL-045718,2023-09-26 04:58:53,NCM,Factory_A,L1,Afternoon,3969.2,10.489,29.58,98.821,1,8.64,96.53,Normal
CELL-045719,2023-10-04 06:52:41,LFP,Factory_B,L2,Afternoon,3308.3,21.587,23.27,93.051,47,8.651,93.54,Defective
CELL-045720,2024-12-10 05:02:04,NCA,Factory_B,L1,Afternoon,3869.7,8.631,29.34,97.124,21,8.199,93.34,Normal
CELL-045721,2024-06-06 21:15:20,NCA,Factory_B,L2,Night,3757.1,8.973,27.4,97.853,14,8.445,94.92,Normal
CELL-045722,2024-02-09 17:07:16,LFP,Factory_A,L1,Morning,3744.4,9.64,22.93,98.023,229,8.402,97.19,Normal
CELL-045723,2024-05-23 20:25:41,NCA,Factory_B,L4,Afternoon,3470.7,18.987,23.18,91.133,49,9.881,92.98,Defective
CELL-045724,2023-03-15 01:33:04,NCM,Factory_A,L1,Night,3806.8,9.839,30.36,97.442,31,8.104,99.19,Normal
CELL-045725,2024-05-13 18:39:58,NCA,Factory_B,L3,Night,3377.6,25.602,30.14,94.894,72,7.845,99.08,Defective
CELL-045726,2024-11-11 01:10:35,LFP,Factory_C,L2,Night,3684.2,18.957,20.39,95.25,76,8.489,90.27,Defective
CELL-045727,2023-02-10 14:43:07,NCM,Factory_A,L4,Morning,3807.8,10.175,29.16,96.852,68,8.366,95.0,Normal
CELL-045728,2023-09-09 07:07:53,LFP,Factory_A,L4,Night,3576.6,31.859,20.55,88.941,4,8.507,92.05,Defective
CELL-045729,2023-08-02 07:13:12,LFP,Factory_A,L4,Afternoon,3785.1,7.99,33.1,98.497,18,9.002,97.77,Normal
CELL-045730,2024-09-14 14:50:11,NCM,Factory_C,L3,Night,3855.6,10.656,28.69,96.915,47,7.494,96.56,Normal
CELL-045731,2023-10-05 10:58:44,NCM,Factory_C,L1,Night,3757.4,11.297,33.52,97.353,254,7.878,91.58,Normal
CELL-045732,2024-06-06 13:31:11,NCM,Factory_C,L2,Afternoon,4002.7,14.344,21.46,97.723,78,8.083,103.43,Normal
CELL-045733,2024-08-11 08:42:45,LFP,Factory_C,L2,Night,3711.8,10.144,30.19,97.457,160,7.934,99.18,Normal
CELL-045734,2023-01-31 21:16:49,NCA,Factory_C,L2,Night,3794.3,10.0,27.68,98.24,142,8.371,91.98,Normal
CELL-045735,2023-04-10 03:49:56,NCM,Factory_A,L1,Morning,3913.0,11.035,22.39,97.219,80,9.002,92.31,Normal
CELL-045736,2023-10-25 15:20:38,NCA,Factory_B,L2,Afternoon,3775.7,9.549,20.86,96.017,19,9.738,93.74,Normal
CELL-045737,2024-09-19 02:08:31,LFP,Factory_A,L3,Night,3888.8,7.807,22.56,97.576,97,7.156,90.64,Normal
CELL-045738,2024-05-24 23:11:33,NCM,Factory_A,L4,Night,3898.6,11.512,29.27,98.404,132,8.707,98.15,Normal
CELL-045739,2023-01-09 16:04:36,NCA,Factory_A,L2,Morning,3808.4,10.211,26.05,97.2,21,8.43,99.66,Normal
CELL-045740,2024-01-01 14:05:47,NCM,Factory_C,L2,Morning,3934.7,11.036,24.53,97.312,33,8.333,100.68,Normal
CELL-045741,2023-07-24 18:29:57,NCA,Factory_A,L1,Morning,3938.4,8.683,20.65,98.138,94,7.778,96.64,Normal
